Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Applicant_Age,Loan_Status
Male,No,0,Graduate,No,7433,0,700,240,1.0,Rural,28,N
Male,Yes,1,Graduate,No,7651,3501,700,360,1.0,Semiurban,42,N
Female,No,2,Graduate,No,7393,4722,700,240,1.0,Urban,37,N
Female,Yes,3+,Graduate,No,6586,3247,700,360,1.0,Semiurban,56,N
Female,Yes,2,Graduate,No,5747,5518,700,360,1.0,Semiurban,34,N
Male,Yes,0,Graduate,Yes,8598,0,700,360,1.0,Semiurban,36,N
Female,Yes,3+,Graduate,No,9261,5200,700,360,1.0,Urban,56,N
Female,No,1,Graduate,No,8515,0,700,360,1.0,Semiurban,49,N
Male,No,1,Not Graduate,Yes,5951,4132,700,360,1.0,Semiurban,57,N
Male,Yes,3+,Graduate,No,5461,5617,700,360,1.0,Rural,46,N
Male,Yes,0,Graduate,No,8299,0,700,180,1.0,Rural,33,N
Male,Yes,0,Graduate,No,7202,4618,700,360,1.0,Urban,30,N
Female,Yes,1,Graduate,No,7183,0,700,120,1.0,Rural,28,N
Female,Yes,2,Graduate,Yes,6724,0,700,360,1.0,Semiurban,24,N
Female,Yes,0,Graduate,No,6610,3252,700,360,1.0,Urban,32,N
Female,Yes,1,Graduate,Yes,7152,0,700,240,0.0,Urban,26,N
Male,Yes,0,Graduate,No,7943,4704,700,240,1.0,Semiurban,24,N
Female,Yes,1,Graduate,No,8984,5035,700,120,1.0,Semiurban,52,N
Male,Yes,2,Graduate,No,7959,3481,700,360,1.0,Semiurban,63,N
Female,Yes,0,Graduate,No,6361,0,700,360,0.0,Rural,60,N
Male,Yes,1,Graduate,No,13269,0,700,360,1.0,Semiurban,31,N
Female,Yes,2,Graduate,No,7140,0,700,360,0.0,Rural,22,N
Male,No,0,Graduate,No,9043,4465,700,360,1.0,Urban,58,Y
Male,Yes,0,Graduate,No,7930,0,700,360,1.0,Semiurban,27,N
Female,No,0,Graduate,No,8548,0,700,360,1.0,Rural,48,N
Male,Yes,2,Graduate,Yes,7166,0,700,360,1.0,Semiurban,54,N
Female,No,0,Graduate,No,5362,2113,700,360,1.0,Rural,61,N
Male,Yes,0,Not Graduate,Yes,9284,3015,700,360,1.0,Urban,51,N
Female,No,0,Not Graduate,No,7992,3658,700,360,1.0,Urban,40,N
Male,Yes,0,Graduate,No,8138,4197,700,360,0.0,Semiurban,60,N
Male,No,2,Graduate,No,8128,5048,700,240,1.0,Rural,33,N
Male,Yes,2,Graduate,No,5708,1376,700,360,0.0,Semiurban,50,N
Male,Yes,0,Graduate,No,8151,3596,700,360,1.0,Urban,44,N
Male,No,1,Graduate,No,9283,2773,700,360,1.0,Urban,35,Y
Male,Yes,2,Graduate,No,12045,0,700,360,1.0,Semiurban,28,Y
Male,No,0,Graduate,No,9579,0,700,360,1.0,Rural,30,N
Male,Yes,0,Graduate,Yes,6948,7906,700,360,1.0,Rural,36,Y
Male,Yes,3+,Graduate,No,6228,1572,700,360,0.0,Semiurban,36,N
Female,No,1,Graduate,Yes,7622,3241,700,360,1.0,Rural,38,N
Male,Yes,1,Graduate,No,6877,1448,700,180,1.0,Urban,61,N
Male,Yes,0,Not Graduate,No,6200,1678,700,360,1.0,Rural,60,N
Female,No,2,Not Graduate,No,6583,0,700,360,0.0,Rural,53,N
Male,No,1,Graduate,Yes,6446,0,700,360,0.0,Semiurban,39,N
Female,No,2,Graduate,No,5081,0,700,240,1.0,Rural,62,N
Male,Yes,3+,Graduate,No,6318,2344,700,360,1.0,Urban,22,N
Male,Yes,3+,Not Graduate,No,10447,2791,700,120,1.0,Semiurban,46,N
Male,Yes,3+,Graduate,No,6568,0,700,360,1.0,Urban,56,N
Female,Yes,0,Graduate,No,7550,0,700,360,1.0,Semiurban,26,N
Female,No,3+,Graduate,Yes,7137,2952,700,360,1.0,Semiurban,38,N
Male,Yes,0,Not Graduate,No,8818,3472,700,180,1.0,Urban,40,N
Male,Yes,3+,Not Graduate,No,8667,3945,700,360,1.0,Urban,30,N
Female,Yes,0,Graduate,Yes,9723,3509,700,240,1.0,Semiurban,23,N
Male,No,1,Not Graduate,No,8602,0,700,120,1.0,Urban,57,N
Male,No,0,Graduate,No,6901,5211,700,360,1.0,Semiurban,50,N
Female,No,2,Graduate,No,6702,0,700,360,0.0,Rural,60,N
Female,Yes,0,Graduate,No,5381,3804,700,240,1.0,Semiurban,62,N
Male,No,0,Graduate,No,8682,2755,700,360,0.0,Urban,36,N
Female,Yes,2,Graduate,No,10555,0,700,360,1.0,Urban,53,N
Female,Yes,1,Not Graduate,No,6642,0,700,240,0.0,Semiurban,51,N
Male,Yes,0,Graduate,No,5941,0,700,360,1.0,Rural,48,N
Male,Yes,0,Not Graduate,No,12199,2946,700,360,1.0,Semiurban,28,Y
Male,Yes,0,Graduate,No,6414,3604,700,360,1.0,Urban,29,N
Female,No,1,Graduate,No,7185,3038,700,180,1.0,Semiurban,23,N
Female,Yes,3+,Graduate,Yes,5286,0,700,360,1.0,Rural,59,N
Male,Yes,1,Not Graduate,No,7222,2002,700,360,1.0,Rural,61,N
Female,No,0,Graduate,No,7347,6642,700,360,1.0,Urban,56,N
Male,No,0,Graduate,Yes,5126,0,700,360,1.0,Semiurban,43,N
Male,No,3+,Graduate,No,7556,0,700,180,1.0,Rural,48,N
Male,Yes,0,Graduate,No,8396,0,700,360,1.0,Semiurban,55,N
Male,Yes,1,Graduate,No,6158,0,700,360,0.0,Semiurban,60,N
Female,Yes,0,Graduate,No,6118,7216,700,360,0.0,Rural,22,N
Male,Yes,2,Graduate,No,8125,0,700,240,1.0,Semiurban,40,N
Female,Yes,3+,Graduate,Yes,7531,5713,700,360,1.0,Urban,54,Y
Male,Yes,0,Graduate,No,7053,5592,700,120,1.0,Urban,61,N
Male,Yes,1,Graduate,No,11270,0,700,360,0.0,Semiurban,44,N
Female,Yes,1,Not Graduate,No,5167,0,700,360,1.0,Semiurban,50,N
Male,Yes,0,Graduate,Yes,6789,3822,700,240,1.0,Semiurban,50,N
Male,Yes,0,Graduate,Yes,6996,0,700,120,1.0,Semiurban,48,N
Male,Yes,1,Graduate,No,8445,3856,700,360,1.0,Rural,35,N
Female,Yes,0,Not Graduate,No,9417,0,700,360,1.0,Rural,61,N
Male,Yes,2,Graduate,No,4976,0,700,360,1.0,Urban,40,N
Male,Yes,0,Not Graduate,No,5663,3702,700,360,1.0,Semiurban,53,N
Male,Yes,0,Not Graduate,No,5919,0,700,240,1.0,Urban,22,N
Male,Yes,0,Graduate,No,9253,3781,700,360,0.0,Semiurban,21,N
Female,No,0,Graduate,No,6259,3398,700,360,1.0,Semiurban,63,N
Male,No,0,Graduate,No,6452,5853,700,360,1.0,Rural,59,N
Male,Yes,0,Graduate,No,5887,0,700,360,1.0,Rural,37,N
Male,No,2,Graduate,No,5700,3411,700,360,1.0,Semiurban,31,N
Male,Yes,3+,Not Graduate,No,5796,0,700,360,0.0,Rural,44,N
Female,Yes,2,Graduate,No,7044,0,700,360,1.0,Urban,36,N
Male,No,0,Graduate,No,5560,5111,700,360,0.0,Rural,55,N
Female,Yes,3+,Graduate,No,9148,0,700,240,0.0,Semiurban,60,N
Male,No,0,Graduate,No,9859,2147,700,360,1.0,Rural,26,Y
Male,Yes,0,Graduate,No,7578,3272,700,360,1.0,Semiurban,48,N
Female,Yes,0,Graduate,No,6419,2234,700,360,1.0,Urban,22,N
Male,Yes,0,Graduate,No,6641,2794,700,360,1.0,Semiurban,42,N
Female,Yes,3+,Graduate,No,5366,0,700,360,1.0,Urban,59,N
Female,Yes,0,Graduate,No,5543,0,700,360,0.0,Rural,38,N
Male,Yes,1,Not Graduate,No,8102,6253,700,360,1.0,Semiurban,27,N
Male,Yes,0,Graduate,No,6553,0,700,360,1.0,Semiurban,45,N
Female,No,2,Graduate,No,4910,0,700,360,1.0,Rural,62,N
Male,No,2,Graduate,No,8188,3832,700,360,1.0,Rural,27,N
Male,Yes,0,Graduate,No,5608,0,700,360,1.0,Urban,26,N
Male,Yes,1,Graduate,No,6049,5507,700,360,0.0,Rural,52,N
Male,No,2,Graduate,No,6479,0,700,360,1.0,Semiurban,63,N
Female,Yes,1,Graduate,Yes,7492,5254,700,240,1.0,Urban,37,N
Male,Yes,1,Not Graduate,No,6760,3130,700,360,1.0,Urban,38,N
Male,Yes,1,Graduate,No,8651,1831,700,360,1.0,Rural,44,N
Female,No,0,Graduate,No,10218,2358,700,360,0.0,Semiurban,44,N
Male,Yes,1,Graduate,No,7474,2304,700,360,0.0,Rural,31,N
Male,Yes,0,Graduate,No,8671,3954,700,360,1.0,Urban,45,N
Female,Yes,0,Graduate,No,6838,3175,700,360,1.0,Rural,59,N
Male,Yes,3+,Graduate,No,9399,0,700,360,1.0,Semiurban,50,N
Female,Yes,0,Graduate,No,4567,3787,700,180,1.0,Urban,40,N
Female,Yes,0,Graduate,No,7944,0,700,360,1.0,Urban,22,N
Male,Yes,0,Graduate,No,7783,0,700,360,1.0,Rural,45,N
Male,Yes,0,Graduate,Yes,8996,0,700,360,1.0,Semiurban,38,N
Male,Yes,0,Graduate,No,5041,3805,700,360,0.0,Urban,62,N
Male,No,3+,Graduate,No,6687,3608,700,360,1.0,Semiurban,29,N
Female,No,0,Graduate,No,5885,3464,700,360,1.0,Urban,25,N
Female,Yes,1,Graduate,No,6200,3393,700,360,0.0,Rural,37,N
Male,Yes,0,Graduate,Yes,10290,0,700,240,1.0,Rural,51,N
Female,Yes,1,Graduate,No,7482,5842,700,240,1.0,Urban,38,N
Female,Yes,3+,Graduate,No,8772,2015,700,360,1.0,Semiurban,33,N
Female,No,0,Not Graduate,Yes,6709,3092,700,360,1.0,Rural,48,N
Male,Yes,2,Graduate,No,6347,4585,700,240,1.0,Rural,44,N
Male,No,3+,Graduate,No,5813,0,700,360,1.0,Urban,54,N
Male,No,1,Graduate,No,4844,4147,700,360,1.0,Urban,21,N
Female,No,0,Graduate,No,4241,1924,700,360,1.0,Rural,24,N
Male,Yes,1,Graduate,No,6495,0,700,360,1.0,Urban,37,N
Male,Yes,2,Graduate,No,13189,3683,700,360,0.0,Semiurban,42,N
Male,Yes,0,Graduate,No,6442,0,700,240,1.0,Urban,37,N
Male,No,0,Graduate,No,6844,0,700,360,1.0,Urban,22,N
Male,No,0,Graduate,No,3750,0,700,360,1.0,Semiurban,51,N
Female,Yes,0,Graduate,No,6791,0,700,120,1.0,Urban,54,N
Male,Yes,3+,Graduate,No,5936,2541,700,360,0.0,Semiurban,58,N
Male,Yes,0,Graduate,No,4529,4805,700,360,1.0,Rural,27,N
Male,Yes,0,Not Graduate,No,5076,3269,700,240,1.0,Rural,22,N
Male,Yes,1,Graduate,No,11350,4280,700,360,1.0,Semiurban,48,Y
Male,Yes,0,Graduate,Yes,7062,0,700,360,1.0,Urban,56,N
Male,Yes,0,Graduate,No,9513,4789,700,360,1.0,Rural,60,N
Male,No,1,Graduate,No,6098,0,700,360,0.0,Semiurban,35,N
Male,Yes,0,Graduate,No,6755,0,700,360,0.0,Urban,48,N
Male,Yes,0,Graduate,No,5653,3571,700,360,1.0,Rural,54,N
Male,Yes,0,Graduate,No,8442,2368,700,240,1.0,Rural,27,N
Female,No,1,Not Graduate,No,5322,2331,700,360,1.0,Semiurban,40,N
Female,Yes,2,Graduate,Yes,8080,0,700,360,1.0,Semiurban,25,N
Male,No,3+,Not Graduate,No,6717,0,700,360,1.0,Semiurban,30,N
Male,Yes,0,Graduate,No,6838,0,700,360,0.0,Semiurban,31,N
Female,No,1,Not Graduate,No,8004,1265,700,360,1.0,Urban,28,N
Male,No,3+,Graduate,Yes,7702,2478,700,360,1.0,Rural,50,N
Female,Yes,0,Not Graduate,No,9848,0,700,360,1.0,Rural,29,N
Female,No,3+,Graduate,No,6297,3304,700,360,0.0,Rural,53,N
Male,Yes,3+,Not Graduate,Yes,5966,5200,700,360,1.0,Semiurban,26,N
Male,Yes,0,Graduate,No,6115,1625,700,360,1.0,Semiurban,27,N
Female,Yes,0,Graduate,No,5091,0,700,360,1.0,Semiurban,35,N
Male,Yes,0,Graduate,No,7049,0,700,360,1.0,Semiurban,62,N
Male,No,0,Graduate,No,6242,2808,700,360,1.0,Rural,55,N
Male,No,3+,Graduate,Yes,6996,2918,700,120,1.0,Urban,47,N
Male,Yes,3+,Not Graduate,No,7482,0,700,360,0.0,Urban,39,N
Female,Yes,0,Graduate,No,7939,2024,700,360,1.0,Rural,27,N
Female,Yes,1,Not Graduate,Yes,5080,3603,700,180,1.0,Urban,24,N
Female,No,1,Not Graduate,No,6515,2341,700,360,0.0,Rural,55,N
Male,Yes,0,Graduate,No,6747,2868,700,360,1.0,Rural,50,N
Male,No,1,Graduate,No,8530,2666,700,180,0.0,Semiurban,41,N
Male,Yes,3+,Graduate,No,4968,0,700,180,1.0,Semiurban,41,N
Male,Yes,0,Graduate,No,5427,0,700,360,1.0,Semiurban,38,N
Male,No,0,Graduate,No,7722,4569,700,360,1.0,Urban,31,N
Female,Yes,0,Graduate,No,5504,2958,700,360,1.0,Semiurban,28,N
Female,Yes,0,Graduate,No,5872,2736,700,360,1.0,Urban,42,N
Male,Yes,0,Graduate,No,9545,2282,700,360,1.0,Urban,46,N
Female,Yes,0,Graduate,No,7314,0,700,360,0.0,Urban,22,N
Male,No,1,Graduate,No,7905,0,700,360,1.0,Semiurban,23,N
Male,Yes,2,Not Graduate,No,7996,3586,700,360,1.0,Urban,50,N
Female,Yes,0,Graduate,No,7296,0,700,360,1.0,Rural,62,N
Male,Yes,0,Graduate,No,11325,7157,700,360,1.0,Semiurban,38,Y
Female,Yes,2,Graduate,Yes,7410,4502,700,360,1.0,Semiurban,46,N
Female,No,2,Graduate,No,5736,4186,700,360,1.0,Urban,26,N
Male,No,0,Graduate,No,6779,2698,700,360,1.0,Rural,41,N
Female,No,0,Graduate,No,7667,4529,700,360,1.0,Semiurban,49,N
Male,Yes,2,Graduate,No,11128,0,700,360,0.0,Semiurban,58,N
Male,Yes,0,Not Graduate,No,5421,3000,700,120,1.0,Rural,33,N
Male,Yes,0,Not Graduate,No,5923,3645,700,360,1.0,Semiurban,59,N
Male,No,0,Graduate,Yes,4640,0,700,360,1.0,Rural,34,N
Female,Yes,0,Graduate,No,6501,2837,700,360,1.0,Semiurban,48,N
Male,Yes,0,Graduate,No,4911,3441,700,360,1.0,Urban,41,N
Female,No,0,Graduate,No,5811,0,700,120,1.0,Rural,56,N
Male,Yes,2,Graduate,No,7270,2236,700,360,1.0,Urban,45,N
Male,Yes,2,Graduate,Yes,5046,3376,700,360,1.0,Rural,52,N
Female,Yes,3+,Graduate,Yes,9394,0,700,360,1.0,Rural,37,N
Male,Yes,0,Not Graduate,No,6780,0,700,360,1.0,Semiurban,58,N
Male,Yes,0,Graduate,No,7755,0,700,360,1.0,Semiurban,55,N
Male,Yes,2,Graduate,No,10194,2923,700,180,1.0,Rural,64,N
Male,Yes,1,Graduate,Yes,6955,3475,700,360,1.0,Rural,60,N
Male,Yes,0,Graduate,No,5828,3693,700,240,1.0,Semiurban,25,N
Female,No,0,Not Graduate,No,4893,2943,700,360,1.0,Semiurban,51,N
Male,Yes,0,Not Graduate,Yes,4355,3640,700,360,1.0,Urban,52,N
Male,No,0,Graduate,No,8086,0,700,360,0.0,Urban,31,N
Female,Yes,0,Graduate,No,6958,3021,700,360,1.0,Semiurban,34,N
Male,Yes,3+,Graduate,No,6576,3481,700,360,1.0,Rural,34,N
Female,No,0,Graduate,No,6514,0,700,360,1.0,Rural,41,N
Male,Yes,3+,Not Graduate,No,6818,5057,700,360,1.0,Urban,47,N
Male,Yes,2,Graduate,No,7125,1822,700,360,1.0,Rural,37,N
Female,No,0,Graduate,No,7966,2646,700,360,1.0,Semiurban,37,N
Male,Yes,2,Graduate,No,5650,4833,700,360,0.0,Semiurban,60,N
Female,Yes,1,Graduate,Yes,6380,0,700,360,1.0,Urban,39,N
Male,Yes,0,Graduate,No,5984,0,700,360,1.0,Semiurban,39,N
Male,No,0,Graduate,No,8395,2902,700,360,1.0,Semiurban,25,N
Male,No,1,Graduate,No,4504,3206,700,360,1.0,Semiurban,58,N
Male,Yes,1,Graduate,Yes,7003,0,700,360,1.0,Urban,53,N
Female,Yes,1,Graduate,No,5874,3860,700,360,1.0,Semiurban,21,N
Male,Yes,0,Not Graduate,No,6053,0,700,360,1.0,Urban,40,N
Female,Yes,0,Not Graduate,No,5917,2180,700,360,1.0,Rural,32,N
Female,Yes,0,Graduate,No,5889,0,700,180,1.0,Semiurban,34,N
Male,Yes,0,Not Graduate,No,6085,2768,700,120,1.0,Semiurban,35,N
Male,Yes,1,Not Graduate,Yes,5982,0,700,240,1.0,Urban,50,N
Female,Yes,3+,Graduate,No,6051,3730,700,360,1.0,Semiurban,60,N
Female,No,1,Graduate,No,5025,0,700,360,0.0,Urban,29,N
Male,Yes,2,Graduate,Yes,7892,0,700,360,1.0,Rural,40,N
Male,Yes,1,Graduate,No,8571,4631,700,360,1.0,Semiurban,35,N
Male,Yes,1,Graduate,No,4897,0,700,360,0.0,Urban,48,N
Female,No,1,Graduate,No,9079,4435,700,360,1.0,Semiurban,29,Y
Male,No,0,Not Graduate,No,8920,0,700,120,1.0,Rural,36,N
Female,No,3+,Graduate,No,5607,0,700,360,1.0,Semiurban,32,N
Male,Yes,0,Graduate,Yes,9666,4135,700,360,1.0,Urban,59,Y
Male,No,0,Graduate,No,6106,0,700,360,1.0,Urban,37,N
Male,Yes,0,Graduate,No,6201,3786,700,120,1.0,Semiurban,37,N
Male,Yes,0,Graduate,No,5972,3376,700,360,1.0,Rural,28,N
Male,Yes,2,Graduate,No,10492,0,700,240,1.0,Urban,56,N
Male,No,0,Graduate,No,6153,0,700,240,1.0,Urban,33,N
Male,No,2,Not Graduate,No,6707,3701,700,180,1.0,Semiurban,33,N
Male,No,0,Graduate,No,7622,2140,700,360,1.0,Semiurban,46,N
Male,No,0,Graduate,No,6196,0,700,360,1.0,Rural,64,N
Female,Yes,0,Graduate,No,4769,3039,700,360,1.0,Semiurban,31,N
Male,Yes,1,Graduate,No,8957,0,700,360,1.0,Rural,50,N
Male,Yes,2,Graduate,No,7614,2311,700,360,1.0,Urban,52,N
Male,No,0,Graduate,No,6655,3436,700,360,1.0,Urban,59,N
Female,Yes,0,Not Graduate,Yes,9181,0,700,360,1.0,Urban,22,N
Male,No,3+,Graduate,No,7695,2798,700,180,1.0,Semiurban,42,N
Female,Yes,0,Graduate,No,8861,0,700,360,0.0,Urban,31,N
Female,Yes,0,Graduate,No,6389,0,700,360,1.0,Rural,25,N
Female,Yes,0,Graduate,No,6654,3739,700,360,1.0,Urban,23,N
Male,Yes,0,Not Graduate,No,5756,3549,700,360,1.0,Rural,45,N
Female,No,0,Graduate,No,5962,1950,700,360,1.0,Semiurban,56,N
Male,Yes,0,Graduate,No,5655,3081,700,360,1.0,Semiurban,26,N
Male,Yes,3+,Not Graduate,No,6612,0,700,360,1.0,Rural,64,N
Female,Yes,1,Graduate,Yes,7298,1898,700,240,1.0,Semiurban,45,N
Male,Yes,2,Graduate,No,5269,0,700,240,0.0,Semiurban,43,N
Female,Yes,1,Graduate,No,5768,0,700,360,1.0,Urban,50,N
Male,Yes,1,Graduate,Yes,7600,3872,700,360,1.0,Rural,57,N
Female,No,2,Graduate,No,5612,3942,700,360,1.0,Semiurban,46,N
Male,Yes,3+,Graduate,No,6648,6241,700,240,1.0,Rural,26,N
Male,Yes,0,Not Graduate,No,5005,3962,700,360,0.0,Semiurban,46,N
Male,Yes,0,Graduate,No,7923,0,700,360,1.0,Urban,53,N
Female,Yes,2,Graduate,No,7220,1741,700,360,1.0,Semiurban,25,N
Male,Yes,3+,Graduate,No,5256,3986,700,360,1.0,Semiurban,32,N
Male,Yes,3+,Graduate,Yes,8232,2735,700,360,1.0,Urban,35,Y
Male,Yes,1,Graduate,No,9344,2340,700,240,1.0,Semiurban,63,N
Female,No,0,Graduate,No,7754,5002,700,240,0.0,Semiurban,35,N
Male,Yes,0,Graduate,No,5765,2368,700,360,1.0,Semiurban,21,N
Male,No,3+,Graduate,No,7003,5824,700,360,0.0,Rural,57,N
Male,No,0,Graduate,No,6952,2862,700,360,0.0,Rural,22,N
Male,Yes,0,Not Graduate,No,5399,4632,700,360,1.0,Rural,24,N
Male,Yes,3+,Graduate,No,6311,0,700,360,1.0,Rural,35,N
Male,Yes,0,Graduate,Yes,5752,2308,700,360,1.0,Semiurban,54,N
Female,Yes,2,Graduate,Yes,4670,4786,700,360,0.0,Semiurban,60,N
Male,No,1,Graduate,No,7294,3510,700,180,1.0,Rural,35,N
Male,No,0,Graduate,No,5983,0,700,360,1.0,Semiurban,57,N
Male,Yes,0,Graduate,Yes,7470,0,700,360,1.0,Urban,22,N
Female,Yes,0,Graduate,Yes,5593,3829,700,360,0.0,Urban,37,N
Female,Yes,1,Graduate,No,5969,0,700,360,0.0,Semiurban,63,N
Female,Yes,0,Graduate,No,7782,2904,700,360,0.0,Semiurban,38,N
Male,No,0,Graduate,No,6487,0,700,360,1.0,Urban,31,N
Male,Yes,3+,Graduate,No,9759,4375,700,360,1.0,Urban,38,Y
Male,Yes,0,Graduate,No,6812,0,700,360,1.0,Urban,38,N
Male,No,0,Graduate,Yes,7712,4661,700,360,1.0,Semiurban,52,Y
Male,Yes,0,Not Graduate,No,5833,4838,700,360,1.0,Semiurban,45,N
Female,Yes,0,Graduate,No,5223,0,700,360,1.0,Semiurban,29,N
Female,Yes,3+,Graduate,No,5946,2229,700,360,1.0,Urban,42,N
Female,Yes,0,Graduate,No,7203,3463,700,360,1.0,Rural,31,N
Male,No,0,Graduate,No,8648,2702,700,360,1.0,Urban,21,N
Female,No,3+,Graduate,No,9940,3965,700,120,1.0,Rural,64,N
Male,Yes,1,Not Graduate,No,6511,3862,700,360,1.0,Semiurban,48,N
Male,No,0,Graduate,No,6721,0,700,360,0.0,Semiurban,42,N
Female,Yes,3+,Graduate,Yes,7507,3074,700,360,0.0,Urban,28,N
Male,No,2,Not Graduate,No,7349,2675,700,360,1.0,Semiurban,59,N
Male,No,0,Not Graduate,No,7508,0,700,360,1.0,Urban,27,N
Male,Yes,1,Graduate,No,4261,3228,700,360,1.0,Rural,39,N
Female,No,3+,Graduate,Yes,6187,4400,700,360,1.0,Semiurban,26,N
Female,Yes,0,Graduate,No,6411,2824,700,360,1.0,Urban,59,N
Male,Yes,2,Not Graduate,Yes,7430,0,700,360,1.0,Rural,48,N
Female,No,3+,Graduate,No,9361,0,700,360,1.0,Semiurban,41,N
Male,No,1,Not Graduate,No,6749,4713,700,360,1.0,Semiurban,24,N
Male,No,0,Graduate,No,10105,2004,700,120,0.0,Urban,33,N
Female,Yes,0,Graduate,No,6191,0,700,360,1.0,Semiurban,26,N
Female,Yes,1,Graduate,Yes,6497,2502,700,360,1.0,Urban,37,N
Female,Yes,0,Graduate,No,4766,4749,700,360,1.0,Rural,26,N
Male,No,3+,Not Graduate,No,8254,0,700,360,1.0,Urban,64,N
Female,Yes,0,Graduate,Yes,9170,4683,700,180,1.0,Semiurban,49,N
Female,No,0,Graduate,Yes,6032,3060,700,360,0.0,Urban,27,N
Female,Yes,2,Graduate,No,5747,2793,700,360,1.0,Urban,63,N
Male,Yes,1,Graduate,Yes,8666,3006,700,360,1.0,Semiurban,36,N
Female,Yes,0,Graduate,Yes,9499,0,700,360,1.0,Rural,51,Y
Male,No,0,Not Graduate,No,7689,0,700,360,1.0,Semiurban,32,N
Male,Yes,1,Graduate,Yes,7055,2690,700,360,1.0,Semiurban,60,N
Male,No,3+,Graduate,No,9221,2424,700,360,1.0,Urban,45,N
Male,Yes,1,Graduate,Yes,7557,0,700,360,1.0,Rural,37,N
Male,Yes,0,Graduate,No,7060,0,700,360,1.0,Semiurban,35,N
Female,No,0,Graduate,No,5476,3247,700,360,1.0,Urban,28,N
Male,No,2,Not Graduate,Yes,10956,0,700,360,1.0,Rural,27,N
Female,No,3+,Graduate,Yes,6226,0,700,360,0.0,Semiurban,31,N
Male,Yes,0,Graduate,Yes,7844,0,700,360,1.0,Urban,44,N
Male,Yes,2,Graduate,No,7092,2476,700,360,1.0,Urban,47,N
Male,Yes,0,Graduate,No,5973,4820,700,240,1.0,Rural,64,N
Male,Yes,1,Graduate,No,9483,0,700,360,1.0,Semiurban,38,N
Male,No,2,Graduate,No,7322,2214,700,120,1.0,Urban,61,N
Male,Yes,0,Graduate,No,6115,0,700,240,1.0,Semiurban,61,N
Male,Yes,1,Graduate,No,8259,0,700,360,1.0,Rural,52,N
Male,Yes,0,Graduate,No,6880,0,700,360,0.0,Rural,40,N
Male,Yes,0,Graduate,No,6448,0,700,180,1.0,Semiurban,33,N
Male,Yes,1,Graduate,No,8060,5871,700,120,1.0,Rural,43,N
Male,Yes,0,Graduate,No,7542,3522,700,360,1.0,Semiurban,61,Y
Female,Yes,1,Graduate,No,7754,0,700,360,1.0,Rural,55,N
Female,Yes,0,Graduate,No,7624,4294,700,360,1.0,Urban,52,N
Female,No,1,Graduate,No,6036,3741,700,360,1.0,Semiurban,49,N
Male,Yes,0,Graduate,No,6183,0,700,360,1.0,Semiurban,22,N
Female,Yes,2,Graduate,No,5974,3840,700,360,1.0,Rural,60,N
Female,No,1,Graduate,No,7253,2727,700,360,1.0,Rural,62,N
Female,No,3+,Not Graduate,No,4318,0,700,360,1.0,Semiurban,53,N
Male,No,3+,Graduate,No,7348,5119,700,360,1.0,Rural,56,N
Female,No,0,Graduate,No,6032,0,700,360,1.0,Rural,39,N
Female,Yes,0,Graduate,No,7111,0,700,120,1.0,Rural,39,N
Male,No,1,Graduate,No,9438,2239,700,360,0.0,Urban,59,N
Female,Yes,1,Graduate,No,5938,0,700,240,1.0,Semiurban,58,N
Male,Yes,0,Graduate,No,5013,0,700,240,1.0,Rural,23,N
Male,No,0,Graduate,No,5085,0,700,360,1.0,Rural,63,N
Male,Yes,1,Graduate,Yes,5038,0,700,360,1.0,Rural,35,N
Female,No,3+,Graduate,No,4932,3122,700,360,1.0,Semiurban,31,N
Male,No,3+,Graduate,No,7232,3046,700,360,1.0,Semiurban,35,N
Male,Yes,0,Not Graduate,No,8200,4841,700,360,1.0,Urban,25,N
Male,No,0,Graduate,No,7090,0,700,240,1.0,Rural,57,N
Male,Yes,0,Graduate,No,7951,4856,700,240,1.0,Urban,59,N
Male,Yes,0,Graduate,No,8842,4157,700,360,0.0,Rural,32,N
Female,No,2,Not Graduate,No,7423,0,700,360,1.0,Semiurban,41,N
Female,Yes,2,Graduate,Yes,6230,4517,700,360,1.0,Urban,60,N
Male,No,0,Graduate,Yes,7098,3981,700,120,1.0,Rural,53,N
Male,Yes,0,Graduate,No,7948,0,700,180,1.0,Semiurban,49,N
Male,Yes,0,Graduate,No,5421,0,700,240,1.0,Rural,37,N
Female,No,3+,Not Graduate,Yes,6330,0,700,360,1.0,Urban,27,N
Male,Yes,0,Graduate,No,7170,2428,700,360,1.0,Urban,22,N
Male,Yes,0,Not Graduate,No,6578,0,700,360,1.0,Semiurban,33,N
Male,Yes,2,Not Graduate,No,7343,2982,700,360,1.0,Semiurban,33,N
Female,No,2,Not Graduate,No,6754,0,700,240,1.0,Semiurban,53,N
Female,Yes,3+,Graduate,No,6907,0,700,360,1.0,Semiurban,47,N
Female,No,0,Not Graduate,No,4808,0,700,360,0.0,Rural,22,N
Female,Yes,1,Graduate,No,7118,0,700,360,1.0,Semiurban,32,N
Male,Yes,0,Graduate,No,6769,4410,700,360,1.0,Semiurban,32,N
Male,No,3+,Graduate,No,6964,3149,700,360,1.0,Rural,57,N
Male,Yes,2,Graduate,No,7676,3771,700,180,1.0,Urban,63,N
